NAME,LATITUDE,LONGITUDE,CATEGORY,ADDRESS,CITY,PROVINCE,RATING,REVIEWS,NEARBY_MOSQUES,NEARBY_TOILETS,NEARBY_HALAL_FOOD,NEARBY_UMKM,NEARBY_LODGING,MOSQUE_SAMPLES,FOOD_SAMPLES,UMKM_SAMPLES,SOURCE,VENDOR_ID,STATUS
"Masjid Agung Tasikmalaya",-7.3261207,108.2201678,"tourist_attraction","Jl. Mesjid Agung No.01, Yudanagara, Kec. Tawang, Kab. Tasikmalaya, Jawa Barat 46121, Indonesia","Jawa Barat 46121","Kab. Tasikmalaya",4.8,11128,7,2,20,1,20,"Masjid Al Mu'min Kalektoran; Masjid Jam'i AL HIDAYAH; Masjid At-Taqwa","LAOBAN TASIKMALAYA by UNCLE OSH T; Tiga_Macan; Kenyang Culinary Tasikmalaya","PUSAT BORDIR TASIKMALAYA","google","ChIJ_zo2s0hXby4R7CflmE9KDi8","PENDING"
"Asmaul Husna Monument",-7.3343258,108.218957,"tourist_attraction","Jl. Nagarawangi No.1, Nagarawangi, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46124, Indonesia","Jawa Barat 46124","Kab. Tasikmalaya",4.5,430,8,2,20,1,20,"Mushola Al-Amin; Masjid Jam'i AL HIDAYAH; Mesjid Al Musyawaroh","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJd902cUFXby4RBcJQ-eC3LJA","PENDING"
"Makom EYANG SUNAN ROHMAT GUNUNG SIANG",-7.2299665,108.0398029,"mosque","Q2CR+326, Parentas, Cigalontang, Tasikmalaya Regency, West Java 46463, Indonesia","West Java 46463","Tasikmalaya Regency",4.7,28,0,0,0,0,0,"","","","google","ChIJz35lDgCzaC4RsZ6VZ6aXVN4","PENDING"
"Wisata religi makam embah RANGSANG BENTANG",-7.2231377,108.1429321,"mosque","Q4GV+P5V, Kp pasirangin, Banyurasa, Kec. Sukahening, Kabupaten Tasikmalaya, Jawa Barat 46155, Indonesia","Jawa Barat 46155","Kabupaten Tasikmalaya",1,1,4,1,1,0,6,"Mushola Al Mansuriyah; Mushola Al Mansyur; Mushola aki suhaemi","Saung Pasirangin","","google","ChIJQ84OkCJPby4Rq3jlb1-Q1h8","PENDING"
"Makam Syekh Tubagus Abdullah (Mbah Gandrung)",-7.320556999999999,108.2502507,"mosque","M7H2+Q4C, Sukaasih, Purbaratu, Tasikmalaya Regency, West Java 46196, Indonesia","West Java 46196","Tasikmalaya Regency",4.4,7,0,0,2,0,20,"","Abood Kebuli & Cafe Amazing; Usus Sultan JB","","google","ChIJJxc4j3ZZby4RJXJkgjcDx3I","PENDING"
"Goa Saparwadi Syech Abdul Muhyi",-7.571238399999999,108.074214,"tourist_attraction","Jalan Goa Saparwadi, Panyalahan, Pamijahan, Kec. Bantarkalong, Kabupaten Tasikmalaya, Jawa Barat 46187, Indonesia","Jawa Barat 46187","Kabupaten Tasikmalaya",4.6,2067,1,0,0,0,0,"Makam Syekh Abdul Muhyi","","","google","ChIJ96xJ08riZS4RErDNSFht3C4","PENDING"
"Makam Syekh Eyang Jiwa Raga",-7.3211972,108.2535522,"umkm","M7H3+GCF, Jl. Perum Sukamenak Indah, Sukamenak, Kec. Purbaratu, Kab. Tasikmalaya, Jawa Barat 46196, Indonesia","Jawa Barat 46196","Kab. Tasikmalaya",5,7,0,0,2,0,20,"","Abood Kebuli & Cafe Amazing; Usus Sultan JB","","google","ChIJE4elO_FZby4R6CxAXNqyoDQ","PENDING"
"Manonjaya Great Mosque",-7.351316899999999,108.3072051,"tourist_attraction","J8X4+FVG, Jl. RTA. Prawira Adiningrat, Manonjaya, Kec. Manonjaya, Kab. Tasikmalaya, Jawa Barat 46197, Indonesia","Jawa Barat 46197","Kab. Tasikmalaya",4.7,1784,16,1,1,0,8,"Mesjid Al-Istiqomah; Masjid Al-Hikmah; Musala Al-Ustman","Bajigur bandrek sinar fajar","","google","ChIJV0_TzyFZby4Ryl7uHMpwfKM","PENDING"
"Vihara Avalokitesvara",-7.3271859,108.2211464,"mosque","Jl. Pemuda No.15, Yudanagara, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46121, Indonesia","Jawa Barat 46121","Kab. Tasikmalaya",5,5,8,2,20,1,20,"Mushola Al-Amin; Masjid Al Mu'min Kalektoran; Masjid Jam'i AL HIDAYAH","LAOBAN TASIKMALAYA by UNCLE OSH T; Tiga_Macan; Kenyang Culinary Tasikmalaya","PUSAT BORDIR TASIKMALAYA","google","ChIJ_ebW9olXby4R1f5GKXNjNVM","PENDING"
"Pasirtando",-7.4529846,108.1832729,"umkm","G5WM+R82, Janggala, Sukaraja, Tasikmalaya Regency, West Java 46183, Indonesia","West Java 46183","Tasikmalaya Regency",4.3,4,0,1,1,0,0,"","LAZATTO Chicken & Burger.","","google","ChIJOVKIWw_5ZS4RbEj3tvVoCcQ","PENDING"
"Pamijahan",-7.568559899999999,108.0804055,"mosque","C3JJ+H5C, Pamijahan, Bantarkalong, Tasikmalaya Regency, West Java 46188, Indonesia","West Java 46188","Tasikmalaya Regency",4.7,35,1,0,0,0,0,"Makam Syekh Abdul Muhyi","","","google","ChIJrcYtMgbjZS4RIG_3WnuT038","PENDING"
"Gunung Sembung/Wisata Religi",-7.257333500000001,108.2941182,"tourist_attraction","Puncak Gunung Sembung, Palasari, P7VV+3J9 By :Arid Ridwan, Nasol, Kec. Cikoneng, Kabupaten Ciamis, Jawa Barat 46261, Indonesia","Jawa Barat 46261","Kabupaten Ciamis",0,0,0,0,0,0,0,"","","","google","ChIJzzTIZwBbby4RvRDKJBhFsVA","PENDING"
"Wisata RELIGI",-7.134436099999999,108.2679151,"mosque","V789+65F, Panjalu, Ciamis Regency, West Java 46264, Indonesia","West Java 46264","Ciamis Regency",0,0,6,0,0,0,5,"Masjid Agung Panjalu; Masjid al-falah; Masjid Raya Situ Panjalu","","","google","ChIJoxhqHSdHby4R1wKPoK6ky8k","PENDING"
"Patilasan Eyang Tambleg Meneng Citiis",-7.268431599999999,108.0868277,"mosque","P3JP+JPG, Jl. Ke Kawah, Linggajati, Kec. Sukaratu, Kabupaten Tasikmalaya, Jawa Barat 46415, Indonesia","Jawa Barat 46415","Kabupaten Tasikmalaya",4.8,5,0,0,0,0,1,"","","","google","ChIJA4uC5UpTby4RbzgCOWG1twA","PENDING"
"Area Parkir Goa Safarwadi Dan Makam Syekh Khotib Muwwahid",-7.567618799999999,108.0721645,"mosque","Jl. cilumbu rt 003 rw 003 kampung panyalahan, Pamijahan, Kec. Bantarkalong, Kabupaten Tasikmalaya, Jawa Barat 46187, Indonesia","Jawa Barat 46187","Kabupaten Tasikmalaya",4.4,17,0,0,0,0,0,"","","","google","ChIJeWZCqRD9ZS4RLDCLCAb9v3I","PENDING"
"Wisata Edukasi dan Religi Gunung Raja",-7.3348366,107.9902763,"tourist_attraction","MX8R+34, Nangtang, Cigalontang, Tasikmalaya Regency, West Java 46463, Indonesia","West Java 46463","Tasikmalaya Regency",0,0,0,0,0,0,0,"","","","google","ChIJAdMMPACraC4R3AuZQy9O58U","PENDING"
"Curug Citiis Dinding Ari Galunggung",-7.276403299999999,108.0981824,"mosque","P3FX+C7M, Mandalagiri, Leuwisari, Tasikmalaya Regency, West Java 46464, Indonesia","West Java 46464","Tasikmalaya Regency",4.1,22,0,0,0,0,2,"","","","google","ChIJcxljjQlTby4RvEGDVuBiM6M","PENDING"
"Wisata Ziarah Makam Panjalu",-7.1298143,108.269658,"tourist_attraction","V7C9+3VF, Panjalu, Ciamis Regency, West Java 46264, Indonesia","West Java 46264","Ciamis Regency",4.6,94,3,0,0,0,5,"Masjid al-falah; Masjid Agung Panjalu; Masjid Raya Situ Panjalu","","","google","ChIJYa1kzpRHby4RSx2DgIP-5jA","PENDING"
"Kampung Pramuka Kokoprak",-7.230562399999998,108.1133267,"tourist_attraction","Kp. Sukamaju No.005/003, Sukamukti, Kec. Cisayong, Kabupaten Tasikmalaya, Jawa Barat 46153, Indonesia","Jawa Barat 46153","Kabupaten Tasikmalaya",5,3,1,0,0,0,2,"Mushola Al-Barokah","","","google","ChIJoS8xii5Nby4RrCFfLYL7pmI","PENDING"
"Makam Bengkok",-7.577339799999999,108.0834272,"mosque","C3FM+397, Pamijahan, Bantarkalong, Tasikmalaya Regency, West Java 46187, Indonesia","West Java 46187","Tasikmalaya Regency",4.6,9,0,0,0,0,0,"","","","google","ChIJ1RSjTkjjZS4RDmQCuiozqk0","PENDING"
"Taman Kota Tasikmalaya",-7.3263503,108.2208155,"tourist_attraction","dan, Jl. HZ. Mustofa Jl. Dewi Sartika No.61-69, Tawangsari, Kec. Tawang, Kab. Tasikmalaya, Jawa Barat 46112, Indonesia","Jawa Barat 46112","Kab. Tasikmalaya",4.5,2912,7,2,20,1,20,"Mushola Al-Amin; Masjid Al Mu'min Kalektoran; Masjid Jam'i AL HIDAYAH","LAOBAN TASIKMALAYA by UNCLE OSH T; Tiga_Macan; Kenyang Culinary Tasikmalaya","PUSAT BORDIR TASIKMALAYA","google","ChIJQxgBOjdXby4RFN7rjwgdiV4","PENDING"
"Taman Dadaha Tasikmalaya",-7.337785100000001,108.2208526,"tourist_attraction","Nagarawangi, Cihideung, Tasikmalaya Regency, West Java 46124, Indonesia","West Java 46124","Tasikmalaya Regency",4.4,4838,10,3,20,1,20,"Mushola Al-Amin; Mesjid Al Musyawaroh; MASJID AL ISHLAH | Asia Plaza","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJIduTQUJXby4RoYY0KB-0DAA","PENDING"
"Sosis Bakar, Sostel(Sosis Telor) Parut",-7.331434400000001,108.2211567,"tourist_attraction","M69C+CFF, Empangsari, Tawang, Tasikmalaya Regency, West Java 12345, Indonesia","West Java 12345","Tasikmalaya Regency",4.3,1475,5,0,20,1,20,"Mushola Al-Amin; Masjid Jam'i AL HIDAYAH; Masjid Al Mubarok","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJQcYvV09Xby4RR6NXc4AAnH8","PENDING"
"Alun Alun Dadaha",-7.336455699999999,108.2220365,"tourist_attraction","M67C+CR7, Jl. Lingkar Dadaha, Nagarawangi, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46124, Indonesia","Jawa Barat 46124","Kab. Tasikmalaya",4.4,109,10,3,20,1,20,"Mushola Al-Amin; Masjid Jam'i AL HIDAYAH; Mesjid Al Musyawaroh","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJ_0v504JXby4RcHTtrxeO670","PENDING"
"Mangoes KS",-7.336718400000001,108.2226102,"tourist_attraction","Mangoes KS Alun alun, Jl. Dadaha Jl. Lingkar Dadaha, Nagarawangi, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46124, Indonesia","Jawa Barat 46124","Kab. Tasikmalaya",5,2,9,1,20,1,20,"Mushola Al-Amin; Mesjid Al Musyawaroh; Al Hikmah Grand Mosque","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJcTnK6aZXby4RFBufH9oiJJI","PENDING"
"Payung Geulis Jl. Cihideung",-7.329291199999999,108.2196517,"tourist_attraction","Jl. HZ. Mustofa No.84, Yudanagara, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46121, Indonesia","Jawa Barat 46121","Kab. Tasikmalaya",4.1,18,9,0,20,1,20,"Mushola Al-Amin; Masjid Al Mu'min Kalektoran; Masjid Jam'i AL HIDAYAH","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJfwx00ZFXby4Rac_Fac_ZV-U","PENDING"
"Kawasan Wisata Pemancingan Rumah Makan Padang Uni Yeni Desa Sukaasih",-7.3374951,108.2184945,"tourist_attraction","M679+295, Jalan Makan Pahlawan Jl. HZ. Mustofa, Nagarawangi, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46413, Indonesia","Jawa Barat 46413","Kab. Tasikmalaya",0,0,9,3,20,1,20,"Mushola Al-Amin; MASJID AL ISHLAH | Asia Plaza; Mesjid Al Musyawaroh","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJa0EN1U9Xby4RLrRZ8j_0i_s","PENDING"
"Lapang Upacara Dadaha Tasikmalaya",-7.336256099999999,108.2222414,"tourist_attraction","Jl. Dadaha No.68, Nagarawangi, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46124, Indonesia","Jawa Barat 46124","Kab. Tasikmalaya",4.4,22,10,3,20,1,20,"Mushola Al-Amin; Masjid Jam'i AL HIDAYAH; Mesjid Al Musyawaroh","Matbakhi Arabian Food Tasikmalaya; LAOBAN TASIKMALAYA by UNCLE OSH T; FoodHall Plasa Asia","PUSAT BORDIR TASIKMALAYA","google","ChIJAwgi6t5Xby4Ry7z3BZc81ak","PENDING"
"Taman Kesenian Dan Monumen Payung Geulis",-7.3380359,108.2197174,"tourist_attraction","Nagarawangi, Cihideung, Tasikmalaya Regency, West Java 46124, Indonesia","West Java 46124","Tasikmalaya Regency",3.6,10,11,3,19,1,20,"Mushola Al-Amin; MASJID AL ISHLAH | Asia Plaza; Mesjid Al Musyawaroh","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJQ9b3HGpXby4RnmkgPjZjw20","PENDING"
"kopdaran scootas (scoopy tasikmalaya)",-7.3266728,108.2242728,"tourist_attraction","M6FF+8PR, Empangsari, Tawang, Tasikmalaya Regency, West Java 46113, Indonesia","West Java 46113","Tasikmalaya Regency",5,3,5,2,20,1,20,"Mushola Al-Amin; Masjid Al Mu'min Kalektoran; Masjid At-Taqwa","LAOBAN TASIKMALAYA by UNCLE OSH T; Tiga_Macan; Kenyang Culinary Tasikmalaya","PUSAT BORDIR TASIKMALAYA","google","ChIJYSvlbgBXby4R4yKjAlMM440","PENDING"
"Rekreasi",-7.350580799999999,108.2171633,"tourist_attraction","J6X8+QV7, Tugujaya, Cihideung, Tasikmalaya Regency, West Java 46126, Indonesia","West Java 46126","Tasikmalaya Regency",0,0,4,1,9,0,20,"Masjid Asshollu; Mushola Azikri; Masjid Al-Ikhlas","SAUNG TONCOM & KOPI MAQHA; Cilok Uwais Tasikmalaya; Ketoprak Pekayon jaya","","google","ChIJXTz8WABXby4Rv80q5efNcJ8","PENDING"
"LAPAK JUPITER Z STYLE TASIKMALAYA",-7.338369099999999,108.2181668,"tourist_attraction","M669+M73, Jl. HZ. Mustofa, Tuguraja, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46125, Indonesia","Jawa Barat 46125","Kab. Tasikmalaya",5,1,12,2,20,0,20,"Mushola Al-Amin; MASJID AL ISHLAH | Asia Plaza; Mesjid Al Musyawaroh","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","","google","ChIJb_L6EIFXby4R7SQPzOklfmY","PENDING"
"Hama",-7.346754400000001,108.2161605,"tourist_attraction","M638+7F2, Jl. Cipicung, Tugujaya, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46126, Indonesia","Jawa Barat 46126","Kab. Tasikmalaya",0,0,5,1,15,0,20,"MASJID AL ISHLAH | Asia Plaza; Masjid Asshollu; Mushola Azikri","SAUNG TONCOM & KOPI MAQHA; Matbakhi Arabian Food Tasikmalaya; Dadaha Junction","","google","ChIJS4jmdgBXby4R3LDoxw3mz-4","PENDING"
"Kebun semangka",-7.350580799999999,108.2171633,"tourist_attraction","J6X8+QV7, Tugujaya, Cihideung, Tasikmalaya Regency, West Java 46126, Indonesia","West Java 46126","Tasikmalaya Regency",5,1,4,1,9,0,20,"Masjid At Taqwa; Masjid Asshollu; Mushola Azikri","SAUNG TONCOM & KOPI MAQHA; Cilok Uwais Tasikmalaya; Ketoprak Pekayon jaya","","google","ChIJyeN_OwBXby4RT_TPFIIbtXw","PENDING"
"Bantar lilitan",-7.350580799999999,108.2171633,"tourist_attraction","J6X8+QV7, Tugujaya, Cihideung, Tasikmalaya Regency, West Java 46126, Indonesia","West Java 46126","Tasikmalaya Regency",0,0,4,1,9,0,20,"Masjid Asshollu; Mushola Azikri; Masjid Al-Ikhlas","SAUNG TONCOM & KOPI MAQHA; Cilok Uwais Tasikmalaya; Ketoprak Pekayon jaya","","google","ChIJYbg-oK9Xby4RXiMGNZSAVak","PENDING"
"Pangasinan",-7.350580799999999,108.2171633,"tourist_attraction","J6X8+QV7, Tugujaya, Cihideung, Tasikmalaya Regency, West Java 46126, Indonesia","West Java 46126","Tasikmalaya Regency",0,0,4,1,9,0,20,"Masjid At Taqwa; Masjid Asshollu; Mushola Azikri","SAUNG TONCOM & KOPI MAQHA; Cilok Uwais Tasikmalaya; Ketoprak Pekayon jaya","","google","ChIJYy1JDeZXby4R95xChQ3ZHdc","PENDING"
"Garut",-7.350580799999999,108.2171633,"tourist_attraction","J6X8+QV7, Tugujaya, Cihideung, Tasikmalaya Regency, West Java 46126, Indonesia","West Java 46126","Tasikmalaya Regency",0,0,4,1,9,0,20,"Masjid At Taqwa; Masjid Asshollu; Mushola Azikri","SAUNG TONCOM & KOPI MAQHA; Cilok Uwais Tasikmalaya; Ketoprak Pekayon jaya","","google","ChIJ6bF4pwJXby4RzKwA6U9E0X0","PENDING"
"Playground Dadaha",-7.335072,108.2205231,"tourist_attraction","Jl. HZ. Mustofa No.126, Nagarawangi, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46124, Indonesia","Jawa Barat 46124","Kab. Tasikmalaya",4.5,112,8,2,20,1,20,"Mushola Al-Amin; Masjid Jam'i AL HIDAYAH; Mesjid Al Musyawaroh","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJz1wTakJXby4RWgpew8CCS4A","PENDING"
"CFD Cilembang",-7.334023200000001,108.2008156,"tourist_attraction","M682+98W, Jl. KH. E. Z. Muttaqin, Linggajaya, Kec. Mangkubumi, Kab. Tasikmalaya, Jawa Barat 46181, Indonesia","Jawa Barat 46181","Kab. Tasikmalaya",4.3,205,4,1,6,1,20,"Mushola dan WC Umum; Masjid Al Chaidir Anwar; Mushola & Wc Umum","Kampung Kecil Tasikmalaya; Go Eat; Dapoer Emina","PUSAT BORDIR TASIKMALAYA","google","ChIJi4UWACVXby4Rt86YgosgK0c","PENDING"
"situ",-7.350580799999999,108.2171633,"tourist_attraction","J6X8+QV7, Tugujaya, Cihideung, Tasikmalaya Regency, West Java 46126, Indonesia","West Java 46126","Tasikmalaya Regency",5,2,4,1,9,0,20,"Masjid At Taqwa; Masjid Asshollu; Mushola Azikri","SAUNG TONCOM & KOPI MAQHA; Cilok Uwais Tasikmalaya; Ketoprak Pekayon jaya","","google","ChIJlRqLUQBXby4R5BjRrYumrtY","PENDING"
"Ampera Waterpark",-7.131519399999999,108.1456798,"tourist_attraction","Jl. Raya Sumedang - Cibeureum No.217, Pamoyanan, Kec. Ciawi, Kabupaten Tasikmalaya, Jawa Barat 46156, Indonesia","Jawa Barat 46156","Kabupaten Tasikmalaya",4.4,6782,2,2,0,0,3,"Mushola RM. Liwet Pak Asep Stroberi; Musholla At-Taufiq","","","google","ChIJ1R9cjWBJby4RT2jkWo6ajt8","PENDING"
"Taman Sar",-7.330520699999999,108.2196917,"tourist_attraction","Jl. Pataruman No.6, Yudanagara, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46121, Indonesia","Jawa Barat 46121","Kab. Tasikmalaya",4,1,9,1,20,1,20,"Mushola Al-Amin; Masjid Jam'i AL HIDAYAH; Masjid Al Mubarok","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJTQKVnkZXby4R9ANewBhEYpM","PENDING"
"Pirusa",-7.350733399999999,108.2169528,"tourist_attraction","J6X8+PQ4, Tugujaya, Cihideung, Tasikmalaya Regency, West Java 46126, Indonesia","West Java 46126","Tasikmalaya Regency",5,2,4,1,10,0,20,"Masjid At Taqwa; Masjid Asshollu; Mushola Azikri","SAUNG TONCOM & KOPI MAQHA; Cilok Uwais Tasikmalaya; Ketoprak Pekayon jaya","","google","ChIJh1FVscVXby4RBRN5MsNcGfw","PENDING"
"Taman Puri Asih",-7.3343335,108.2211853,"tourist_attraction","Jl. Dadaha, Nagarawangi, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46124, Indonesia","Jawa Barat 46124","Kab. Tasikmalaya",4.7,6,6,2,20,1,20,"Mushola Al-Amin; Masjid Jam'i AL HIDAYAH; Mesjid Al Musyawaroh","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJx02750JXby4RpgZWbekYSg0","PENDING"
"Kampung Naga",-7.3609563,107.9923573,"tourist_attraction","JXPR+9V, Neglasari, Salawu, Tasikmalaya Regency, West Java 46471, Indonesia","West Java 46471","Tasikmalaya Regency",4.7,1433,1,0,0,0,0,"Mushola Nurul Iman Kp. Neundet","","","google","ChIJgXM-U4GraC4R6TNrs7DX06o","PENDING"
"Taman Wisata Mutiara Sukamulya Aboh",-7.314924899999999,108.1934177,"umkm","M5PV+29M, Sukamulya, Bungursari, Tasikmalaya Regency, West Java 46151, Indonesia","West Java 46151","Tasikmalaya Regency",4.2,99,3,5,3,0,20,"Mushola SPBU Rancabango; Masjid Baitul Jannah; Mesjid Fatimah","D'NOXIS FOOD COURT; SOTO KHAS BETAWI IBU SITI; RM Padang Roda Baru 36","","google","ChIJd7AW-dRQby4Rp_GZoSzbfvY","PENDING"
"Lapangan terbuka",-7.326898599999999,108.2177041,"tourist_attraction","M6F9+63W, Jl. Gn. Singa, Yudanagara, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46121, Indonesia","Jawa Barat 46121","Kab. Tasikmalaya",0,0,8,2,20,1,20,"Mushola Al-Amin; Masjid Al Mu'min Kalektoran; Masjid Jam'i AL HIDAYAH","LAOBAN TASIKMALAYA by UNCLE OSH T; Tiga_Macan; Kenyang Culinary Tasikmalaya","PUSAT BORDIR TASIKMALAYA","google","ChIJE7uBjjpXby4RBPrFaw8E9NU","PENDING"
"Lapangan upacara UPI Kampus Tasikmalaya",-7.336143400000001,108.2248193,"tourist_attraction","M67F+GWW, Kahuripan, Tawang, Tasikmalaya Regency, West Java 46124, Indonesia","West Java 46124","Tasikmalaya Regency",5,1,7,2,20,1,20,"Mushola Al-Amin; Al Hikmah Grand Mosque; Mesjid Al Musyawaroh","LAOBAN TASIKMALAYA by UNCLE OSH T; Tiga_Macan; SAUNG TONCOM & KOPI MAQHA","PUSAT BORDIR TASIKMALAYA","google","ChIJOTMz8sNXby4RBQHLG7DPMfE","PENDING"
"Kawah Karaha Bodas",-7.1226881,108.0775347,"tourist_attraction","V3GH+W2F, Kadipaten, Tasikmalaya Regency, West Java 46156, Indonesia","West Java 46156","Tasikmalaya Regency",4.3,399,0,0,0,0,0,"","","","google","ChIJyxKRzhxLby4RBTUlDoPdnc4","PENDING"
"Elang Waterplay",-7.312861599999999,108.2238245,"umkm","Jl. Mayor Elang Subandar No.28, Nagarasari, Kec. Cipedes, Kab. Tasikmalaya, Jawa Barat 46131, Indonesia","Jawa Barat 46131","Kab. Tasikmalaya",4.7,106,0,3,8,1,20,"","Kenyang Culinary Tasikmalaya; Orange Steak; Nini Anteh Warung Sangu Tasik","PUSAT BORDIR TASIKMALAYA","google","ChIJm38cedxRby4RkDv6esukWJU","PENDING"
"Jurassic Island ( Tasikmalaya)",-7.331300499999999,108.2193178,"umkm","AGUNG CELLULAR, Jl. HZ. Mustofa No.126 Lantai 3, Yudanagara, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46121, Indonesia","Jawa Barat 46121","Kab. Tasikmalaya",4.7,32,7,0,20,1,20,"Mushola Al-Amin; Masjid Jam'i AL HIDAYAH; Masjid At-Taqwa Dadaha","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJy06Mr0ZXby4R-GWYV40dGrA","PENDING"
"Monumen Pahlawan Nasional K.H.Z Musthafa Sukamanah",-7.343252599999999,108.1969448,"umkm","M54W+MQW, Mangkubumi, Tasikmalaya Regency, West Java 46181, Indonesia","West Java 46181","Tasikmalaya Regency",4.5,1728,2,0,6,0,20,"Masjid Nurul Iman; Mesjid Al-Amaliah","Warung Nasi Teh Yeyet; Nasi to babeh Cikurubuk; Warung Nasi Bruk Brak","","google","ChIJ3Uvo_RtXby4ReqHSKqJpZfI","PENDING"
"Komplek Olah Raga Dadaha",-7.3369359,108.2223373,"tourist_attraction","Jl. Lingkar Dadaha No.24, Nagarawangi, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46124, Indonesia","Jawa Barat 46124","Kab. Tasikmalaya",4.5,10,9,3,20,1,20,"Mushola Al-Amin; Mesjid Al Musyawaroh; Jami Masjid AT-Taqwa RW 17 Cikalang Girang","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJUVm_MppXby4RN_CK6JlmNFQ","PENDING"
"@Amazingtasikmalaya",-7.333964999999999,108.219781,"umkm","Jl. Tentara Pelajar No.12C, Yudanagara, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46113, Indonesia","Jawa Barat 46113","Kab. Tasikmalaya",0,0,7,2,20,1,20,"Mushola Al-Amin; Masjid Jam'i AL HIDAYAH; Mesjid Al Musyawaroh","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJP7HXYkFXby4RJJ-KNaEAwH0","PENDING"
"Swimming Pool Aboh",-7.3152159,108.1937195,"umkm","M5MV+WF9, Jl. Sukamulya, Sukamulya, Kec. Bungursari, Kab. Tasikmalaya, Jawa Barat 46151, Indonesia","Jawa Barat 46151","Kab. Tasikmalaya",4.2,1029,3,4,3,0,20,"Mushola SPBU Rancabango; Masjid Baitul Jannah; Mesjid Fatimah","D'NOXIS FOOD COURT; SOTO KHAS BETAWI IBU SITI; RM Padang Roda Baru 36","","google","ChIJ4w5U-NRQby4RiC6kkX3H3RU","PENDING"
"Kolam Renang Grand Mayasari Estate",-7.3432208,108.2225224,"umkm","M64F+P26, Jl. BKR, Kahuripan, Kec. Tawang, Kab. Tasikmalaya, Jawa Barat 46115, Indonesia","Jawa Barat 46115","Kab. Tasikmalaya",4.3,22,11,3,16,0,20,"Mesjid Al Musyawaroh; Jami Masjid AT-Taqwa RW 17 Cikalang Girang; Mushola Al-Pablo","SAUNG TONCOM & KOPI MAQHA; Bakmie Viral; Matbakhi Arabian Food Tasikmalaya","","google","ChIJSwnRo9NXby4RNkVhqksDJ8s","PENDING"
